"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"26/06/2018","44,960","44,353","45,036","43,974","1.72M","-0.17%"
"25/06/2018","45,036","45,491","45,642","44,657","3.08M","1.19%"
"22/06/2018","44,505","42,534","44,505","42,079","3.23M","2.98%"
"21/06/2018","43,216","43,974","44,126","42,761","2.09M","-1.89%"
"20/06/2018","44,050","43,216","44,505","42,610","3.53M","2.83%"
"19/06/2018","42,837","41,321","42,837","40,942","6.57M","0.00%"
"18/06/2018","42,837","44,657","44,732","42,458","3.14M","-4.24%"
"15/06/2018","44,732","43,595","44,732","43,519","3.26M","1.55%"
"14/06/2018","44,050","45,415","45,415","43,974","3.59M","-3.01%"
"13/06/2018","45,415","43,671","45,415","43,671","2.62M","3.28%"
"12/06/2018","43,974","44,353","44,732","42,837","3.86M","-1.69%"
"11/06/2018","44,732","45,036","45,718","44,353","3.13M","-1.17%"
"08/06/2018","45,263","44,202","45,794","44,202","3.44M","1.70%"
"07/06/2018","44,505","44,732","44,960","44,278","3.24M","-0.68%"
"06/06/2018","44,808","44,050","45,263","43,671","2.79M","0.85%"
"05/06/2018","44,429","44,429","45,187","43,747","4.51M","-1.18%"
"04/06/2018","44,960","42,837","45,187","42,458","4.90M","4.04%"
"01/06/2018","43,216","41,017","43,595","40,866","7.57M","5.36%"
"31/05/2018","41,017","39,046","41,321","38,970","4.77M","4.04%"
"30/05/2018","39,425","38,667","40,032","38,288","5.66M","4.00%"
"29/05/2018","37,909","36,013","37,909","35,483","3.33M","6.84%"
"28/05/2018","35,483","37,151","37,606","35,483","5.84M","-6.40%"
"25/05/2018","37,909","40,487","40,714","37,909","3.47M","-6.19%"
"24/05/2018","40,411","41,321","41,548","40,183","1.67M","-2.20%"
"23/05/2018","41,321","40,183","41,321","39,425","2.61M","2.06%"
"22/05/2018","40,487","41,624","42,079","39,425","4.13M","-4.13%"
"21/05/2018","42,230","42,837","43,519","42,230","2.34M","-1.42%"
"18/05/2018","42,837","43,140","43,292","41,548","3.11M","-0.53%"
"17/05/2018","43,064","43,216","43,519","42,610","2.65M","-0.35%"
"16/05/2018","43,216","44,353","44,657","43,216","3.02M","-2.90%"
"15/05/2018","44,505","44,202","45,339","44,126","3.19M","0.69%"
"14/05/2018","44,202","44,126","44,353","43,140","1.94M","0.69%"
"11/05/2018","43,898","42,837","43,974","41,321","5.05M","2.48%"
"10/05/2018","42,837","45,415","45,642","42,155","5.66M","-5.04%"
"09/05/2018","45,112","46,021","46,249","45,112","3.56M","-2.46%"
"08/05/2018","46,249","46,476","47,159","46,249","3.76M","-1.77%"
"07/05/2018","47,083","45,339","47,083","44,960","4.48M","5.26%"
"04/05/2018","44,732","45,642","46,021","44,657","4.13M","-1.01%"
"03/05/2018","45,187","44,126","45,263","43,140","4.40M","2.40%"
"02/05/2018","44,126","45,946","46,249","43,823","3.65M","-3.00%"
"27/04/2018","45,491","44,126","45,642","44,050","3.75M","3.09%"
"26/04/2018","44,126","45,491","46,476","43,974","5.96M","-3.00%"
"24/04/2018","45,491","44,732","46,021","43,974","5.68M","0.67%"
"23/04/2018","45,187","48,902","49,130","45,187","3.67M","-6.88%"
"20/04/2018","48,523","46,400","48,523","46,021","3.82M","4.92%"
"19/04/2018","46,249","48,827","48,902","46,249","6.26M","-5.86%"
"18/04/2018","49,130","51,404","51,404","49,130","2.56M","-3.28%"
"17/04/2018","50,798","50,040","50,798","49,661","2.69M","1.67%"
"16/04/2018","49,964","50,949","51,253","49,357","5.09M","-2.94%"
"13/04/2018","51,480","54,058","54,134","51,177","6.57M","-4.23%"
"12/04/2018","53,755","53,755","54,210","53,072","4.16M","-0.42%"
"11/04/2018","53,982","56,636","56,712","53,072","4.99M","-4.43%"
"10/04/2018","56,484","56,484","57,091","55,802","6.41M","0.95%"
"09/04/2018","55,953","55,726","56,333","55,726","3.44M","0.41%"
"06/04/2018","55,726","55,802","56,712","55,650","2.99M","0.00%"
"05/04/2018","55,726","55,953","56,105","55,044","2.25M","0.00%"
"04/04/2018","55,726","56,484","56,712","55,726","2.67M","-1.08%"
"03/04/2018","56,333","56,105","57,091","55,726","4.47M","0.41%"
"02/04/2018","56,105","53,831","56,105","53,679","3.90M","4.97%"
"30/03/2018","53,451","53,831","54,134","53,224","1.63M","-0.71%"
"29/03/2018","53,831","53,679","54,285","53,148","1.86M","0.71%"
"28/03/2018","53,451","52,997","54,058","52,921","2.10M","-0.71%"
"27/03/2018","53,831","55,195","55,271","53,527","2.96M","-1.25%"
"26/03/2018","54,513","53,072","54,513","52,769","2.32M","2.86%"
"23/03/2018","52,997","51,935","53,603","51,935","5.82M","-2.92%"
"22/03/2018","54,589","56,105","56,105","54,589","4.94M","-2.04%"
"21/03/2018","55,726","56,484","57,015","55,726","3.77M","-0.68%"
"20/03/2018","56,105","55,574","56,787","55,574","2.34M","-0.40%"
"19/03/2018","56,333","57,318","58,001","55,347","3.58M","-0.53%"
"16/03/2018","56,636","56,484","57,091","56,181","6.80M","1.22%"
"15/03/2018","55,953","55,347","56,484","55,195","2.69M","0.00%"
"14/03/2018","55,953","55,044","56,333","55,044","5.17M","2.50%"
"13/03/2018","54,589","54,589","55,044","53,527","2.74M","0.00%"
"12/03/2018","54,589","54,589","55,650","54,210","3.70M","1.41%"
"09/03/2018","53,831","53,451","54,210","52,769","4.13M","2.16%"
"08/03/2018","52,693","52,769","53,376","52,163","1.98M","-0.14%"
"07/03/2018","52,769","54,210","54,513","51,935","2.91M","-2.25%"
"06/03/2018","53,982","52,314","54,210","51,329","3.96M","4.71%"
"05/03/2018","51,556","54,589","54,968","51,556","3.72M","-5.29%"
"02/03/2018","54,437","53,072","54,589","53,072","3.22M","0.42%"
"01/03/2018","54,210","55,044","56,560","53,831","4.61M","-3.12%"
"28/02/2018","55,953","54,665","56,863","54,589","4.43M","0.82%"
"27/02/2018","55,499","55,271","55,726","54,361","2.87M","1.81%"
"26/02/2018","54,513","56,333","56,333","54,134","4.41M","0.70%"
"23/02/2018","54,134","50,798","54,134","50,570","6.16M","6.89%"
"22/02/2018","50,646","49,736","51,101","49,585","3.00M","0.91%"
"21/02/2018","50,191","49,281","51,480","48,902","2.72M","3.44%"
"13/02/2018","48,523","48,751","49,206","48,220","1.95M","0.79%"
"12/02/2018","48,144","47,007","48,144","46,021","2.36M","4.27%"
"09/02/2018","46,173","44,353","47,234","44,353","3.07M","-3.18%"
"08/02/2018","47,689","47,462","48,144","46,628","1.09M","-0.95%"
"07/02/2018","48,144","49,281","49,433","47,614","2.09M","2.42%"
"06/02/2018","47,007","44,278","47,765","44,278","8.58M","-1.12%"
"05/02/2018","47,538","50,040","50,798","47,538","3.43M","-6.97%"
"02/02/2018","51,101","51,177","51,177","50,495","2.11M","1.20%"
"01/02/2018","50,495","50,343","51,404","49,888","2.76M","0.00%"
"31/01/2018","50,495","50,798","52,238","50,191","2.47M","-0.60%"
"30/01/2018","50,798","50,419","51,404","50,191","3.60M","-1.47%"
"29/01/2018","51,556","53,072","54,210","51,404","2.91M","-1.59%"
"26/01/2018","52,390","52,617","53,072","50,419","3.34M","2.07%"
"25/01/2018","51,329","49,661","51,329","48,372","6.11M","6.95%"
"22/01/2018","47,993","47,007","48,068","46,780","2.94M","3.77%"
"19/01/2018","46,249","44,429","46,552","44,202","3.83M","4.27%"
"18/01/2018","44,353","42,458","44,353","42,382","3.63M","4.09%"
"17/01/2018","42,610","45,339","45,415","42,610","2.65M","-6.33%"
"16/01/2018","45,491","44,960","45,718","44,581","2.83M","0.00%"
"15/01/2018","45,491","43,974","45,491","43,216","2.63M","3.45%"
"12/01/2018","43,974","44,581","45,036","43,974","3.22M","-1.36%"
"11/01/2018","44,581","43,595","44,581","43,368","2.25M","1.38%"
"10/01/2018","43,974","44,202","44,884","43,444","3.63M","-0.85%"
"09/01/2018","44,353","42,458","44,353","41,321","3.64M","5.59%"
"08/01/2018","42,003","40,942","42,079","40,183","2.64M","2.59%"
"05/01/2018","40,942","41,776","41,776","40,866","2.61M","-2.53%"
"04/01/2018","42,003","41,396","42,003","41,169","2.54M","0.91%"
"03/01/2018","41,624","42,079","42,230","41,321","2.35M","-0.18%"
"02/01/2018","41,700","40,942","42,003","40,638","3.57M","1.29%"
"29/12/2017","41,169","40,942","41,700","40,866","3.51M","0.37%"
"28/12/2017","41,017","39,804","41,624","39,804","2.96M","3.05%"
"27/12/2017","39,804","38,970","40,032","38,743","2.83M","2.14%"
"26/12/2017","38,970","39,046","39,198","38,288","2.17M","0.00%"
"25/12/2017","38,970","38,667","39,198","38,515","1.90M","1.18%"
"22/12/2017","38,515","36,544","38,515","36,430","5.69M","4.74%"
"21/12/2017","36,772","37,151","37,302","36,772","1.97M","-1.02%"
"20/12/2017","37,151","36,203","37,416","35,938","3.30M","2.62%"
"19/12/2017","36,203","36,317","36,734","35,900","2.50M","-0.10%"
"18/12/2017","36,241","35,634","36,544","35,331","3.00M","3.91%"
"15/12/2017","34,876","34,345","35,255","34,270","3.28M","1.55%"
"14/12/2017","34,345","33,360","34,497","33,284","2.76M","2.95%"
"13/12/2017","33,360","34,118","34,194","33,132","1.50M","-1.57%"
"12/12/2017","33,891","34,345","34,421","31,540","3.11M","0.22%"
"11/12/2017","33,815","34,876","35,558","33,815","1.85M","-5.21%"
"08/12/2017","35,672","36,089","36,089","35,255","1.94M","-1.16%"
"07/12/2017","36,089","36,392","36,392","35,407","3.49M","-0.83%"
"06/12/2017","36,392","36,392","36,620","35,710","2.68M","-0.21%"
"05/12/2017","36,468","37,151","37,909","36,468","2.52M","-2.63%"
"04/12/2017","37,454","36,772","37,454","36,620","2.48M","2.28%"
"01/12/2017","36,620","36,847","37,075","36,392","2.66M","-0.41%"
"30/11/2017","36,772","36,999","37,909","36,772","2.55M","-1.02%"
"29/11/2017","37,151","36,392","37,151","36,392","1.84M","1.66%"
"28/11/2017","36,544","36,468","36,696","36,013","2.19M","0.63%"
"27/11/2017","36,317","36,013","36,544","35,483","2.86M","1.05%"
"24/11/2017","35,938","36,013","36,165","35,634","1.74M","-1.04%"
"23/11/2017","36,317","36,923","37,075","35,521","3.40M","-0.21%"
"22/11/2017","36,392","35,407","36,468","35,407","3.98M","2.78%"
"21/11/2017","35,407","34,345","36,165","34,270","4.85M","3.78%"
"20/11/2017","34,118","33,663","34,118","33,625","2.28M","1.35%"
"17/11/2017","33,663","33,966","34,232","33,625","2.63M","-0.67%"
"16/11/2017","33,891","33,170","34,004","33,057","2.65M","2.52%"
"15/11/2017","33,057","33,208","33,511","33,057","1.66M","-0.45%"
"14/11/2017","33,208","32,981","33,663","32,867","3.84M","0.92%"
"13/11/2017","32,905","32,981","33,132","32,602","2.69M","0.70%"
"10/11/2017","32,677","32,602","33,094","32,450","2.79M","0.00%"
"09/11/2017","32,677","33,208","33,360","32,677","2.42M","-1.15%"
"08/11/2017","33,057","32,185","33,360","31,995","3.44M","2.71%"
"07/11/2017","32,185","32,223","32,488","31,843","2.19M","-0.12%"
"06/11/2017","32,223","31,843","32,526","31,692","3.14M","1.43%"
"03/11/2017","31,768","31,389","31,768","30,934","1.79M","1.95%"
"02/11/2017","31,161","31,540","32,526","31,161","2.99M","-1.20%"
"01/11/2017","31,540","31,540","31,730","31,351","2.74M","0.48%"
"31/10/2017","31,389","31,768","31,919","31,389","1.69M","-1.19%"
"30/10/2017","31,768","32,071","32,564","31,464","4.86M","-0.24%"
"27/10/2017","31,843","30,782","31,843","30,668","2.99M","3.45%"
"26/10/2017","30,782","30,896","31,275","30,479","2.45M","-0.37%"
"25/10/2017","30,896","30,327","30,934","30,327","1.77M","1.88%"
"24/10/2017","30,327","30,213","30,555","29,948","1.55M","0.25%"
"23/10/2017","30,251","30,972","31,351","30,175","4.55M","-2.21%"
"20/10/2017","30,934","30,744","31,313","30,668","2.64M","0.74%"
"19/10/2017","30,706","30,858","31,009","30,555","1.89M","-0.49%"
"18/10/2017","30,858","31,009","31,389","30,744","3.90M","-0.73%"
"17/10/2017","31,085","29,607","31,085","29,569","3.91M","4.99%"
"16/10/2017","29,607","29,910","29,948","29,531","1.97M","-0.76%"
"13/10/2017","29,834","29,569","29,872","29,569","2.28M","0.77%"
"12/10/2017","29,607","29,834","29,910","29,607","2.26M","-0.76%"
"11/10/2017","29,834","30,175","30,251","29,607","3.62M","-0.76%"
"10/10/2017","30,062","29,872","30,251","29,721","3.30M","0.64%"
"09/10/2017","29,872","29,834","30,062","29,683","3.19M","0.90%"
"06/10/2017","29,607","29,341","29,683","29,304","2.96M","0.91%"
"05/10/2017","29,341","29,721","30,327","29,341","7.24M","-0.26%"
"04/10/2017","29,417","28,432","29,569","28,432","6.17M","3.19%"
"03/10/2017","28,507","28,659","28,735","28,432","1.81M","-0.13%"
"02/10/2017","28,545","28,659","28,887","28,394","1.54M","0.13%"
"29/09/2017","28,507","28,242","28,621","28,204","2.71M","0.94%"
"28/09/2017","28,242","28,204","28,394","28,128","2.01M","0.95%"
"27/09/2017","27,977","28,125","28,199","27,865","1.76M","0.13%"
"26/09/2017","27,940","27,828","27,977","27,680","1.11M","0.40%"
"25/09/2017","27,828","27,940","28,014","27,791","1.36M","-0.40%"
"22/09/2017","27,940","28,088","28,125","27,903","1.34M","-0.53%"
"21/09/2017","28,088","28,051","28,311","28,014","1.55M","0.13%"
"20/09/2017","28,051","27,791","28,348","27,791","2.77M","1.07%"
"19/09/2017","27,754","27,791","28,051","27,680","3.15M","-0.53%"
"18/09/2017","27,903","28,199","28,348","27,903","3.72M","-1.05%"
"15/09/2017","28,199","28,422","28,496","28,125","3.57M","-0.78%"
"14/09/2017","28,422","28,348","28,570","28,125","3.10M","0.66%"
"13/09/2017","28,236","28,496","28,496","28,125","988.29K","0.00%"
"12/09/2017","28,236","27,977","28,274","27,940","1.70M","0.93%"
"11/09/2017","27,977","28,051","28,867","27,977","2.37M","0.00%"
"08/09/2017","27,977","28,199","28,274","27,940","961.13K","0.00%"
"07/09/2017","27,977","28,199","28,199","27,977","712.03K","-0.79%"
"06/09/2017","28,199","28,199","28,311","28,014","752.44K","-0.40%"
"05/09/2017","28,311","27,754","28,422","27,569","2.12M","1.87%"
"01/09/2017","27,791","27,754","27,828","27,531","836.72K","0.94%"
"31/08/2017","27,531","27,383","27,791","27,346","890.20K","0.27%"
"30/08/2017","27,457","27,457","27,680","27,383","890.14K","0.00%"
"29/08/2017","27,457","27,791","27,828","27,457","882.09K","-1.20%"
"28/08/2017","27,791","27,569","27,791","27,531","848.07K","0.81%"
"25/08/2017","27,569","27,494","27,754","27,494","283.58K","0.27%"
"24/08/2017","27,494","27,569","27,791","27,383","416.56K","0.13%"
"23/08/2017","27,457","27,457","27,531","27,235","704.31K","0.27%"
"22/08/2017","27,383","27,828","27,828","27,383","698.65K","-1.34%"
"21/08/2017","27,754","27,828","27,903","27,680","328.29K","-0.27%"
"18/08/2017","27,828","27,680","28,051","27,569","919.93K","0.53%"
"17/08/2017","27,680","27,828","27,865","27,569","665.27K","-0.53%"
"16/08/2017","27,828","27,680","27,865","27,643","495.57K","0.53%"
"15/08/2017","27,680","27,903","27,977","27,680","595.64K","-0.93%"
"14/08/2017","27,940","27,791","28,051","27,791","463.88K","0.54%"
"11/08/2017","27,791","27,791","27,865","27,680","740.26K","-0.66%"
"10/08/2017","27,977","27,865","28,125","27,791","1.45M","-0.26%"
"09/08/2017","28,051","28,496","28,608","27,828","1.57M","-1.56%"
"08/08/2017","28,496","28,236","28,904","28,236","2.10M","0.92%"
"07/08/2017","28,236","28,274","28,385","28,199","955.33K","0.00%"
"04/08/2017","28,236","28,422","28,496","28,125","964.17K","-0.65%"
"03/08/2017","28,422","28,422","28,496","28,274","863.86K","0.52%"
"02/08/2017","28,274","28,274","28,496","28,051","1.20M","-0.78%"
"01/08/2017","28,496","28,199","28,719","28,199","2.18M","1.72%"
"31/07/2017","28,014","27,828","28,125","27,828","1.40M","0.67%"
"28/07/2017","27,828","27,717","28,051","27,680","1.59M","0.40%"
"27/07/2017","27,717","27,754","27,865","27,717","844.46K","-0.13%"
"26/07/2017","27,754","27,791","27,903","27,606","1.58M","0.27%"
"25/07/2017","27,680","27,606","27,717","27,383","616.78K","0.00%"
"24/07/2017","27,680","27,457","27,680","27,198","1.17M","0.81%"
"21/07/2017","27,457","27,903","27,977","27,457","1.35M","-1.20%"
"20/07/2017","27,791","27,828","27,903","27,531","1.39M","-0.40%"
"19/07/2017","27,903","28,051","28,162","27,828","1.49M","-0.40%"
"18/07/2017","28,014","27,903","28,199","27,865","1.78M","0.13%"
"17/07/2017","27,977","28,385","28,459","27,977","897.46K","-1.44%"
"14/07/2017","28,385","28,348","28,459","28,236","492.89K","0.13%"
"13/07/2017","28,348","28,570","28,570","28,199","596.58K","0.53%"
"12/07/2017","28,199","28,570","28,570","28,088","1.66M","-0.78%"
"11/07/2017","28,422","28,199","28,422","27,903","1.41M","0.52%"
"10/07/2017","28,274","28,867","29,016","28,199","1.74M","-1.55%"
"07/07/2017","28,719","29,312","29,424","28,719","1.49M","-1.65%"
"06/07/2017","29,201","28,793","29,312","28,793","3.04M","1.29%"
"05/07/2017","28,830","28,941","28,941","28,533","1.02M","0.39%"
"04/07/2017","28,719","28,941","28,941","28,570","1.05M","-0.51%"
"03/07/2017","28,867","28,570","29,053","28,496","2.31M","1.04%"
"30/06/2017","28,570","28,422","28,645","28,274","1.09M","0.78%"
"29/06/2017","28,348","28,422","28,459","28,125","1.07M","0.40%"
"28/06/2017","28,236","28,385","28,422","28,088","1.79M","-0.52%"
"27/06/2017","28,385","28,793","28,830","28,385","1.31M","-0.65%"
"26/06/2017","28,570","28,422","28,645","28,311","1.55M","1.05%"
"23/06/2017","28,274","28,236","28,348","28,014","2.40M","0.00%"
"22/06/2017","28,274","28,719","28,756","28,274","1.73M","-1.42%"
"21/06/2017","28,682","29,164","29,201","28,199","2.90M","-2.15%"
"20/06/2017","29,312","29,535","29,535","29,164","2.91M","-0.51%"
"19/06/2017","29,461","29,572","29,684","29,238","1.95M","0.51%"
"16/06/2017","29,312","29,572","29,572","29,127","3.46M","0.00%"
"15/06/2017","29,312","29,090","29,387","28,979","3.82M","0.76%"
"14/06/2017","29,090","28,608","29,238","28,608","3.60M","1.68%"
"13/06/2017","28,608","28,236","28,682","28,199","1.26M","0.52%"
"12/06/2017","28,459","28,496","28,533","28,162","1.24M","-0.13%"
"09/06/2017","28,496","28,274","28,645","28,125","2.52M","1.32%"
"08/06/2017","28,125","28,348","28,422","28,051","2.09M","-1.04%"
"07/06/2017","28,422","28,719","28,830","28,348","3.09M","-0.91%"
"06/06/2017","28,682","27,680","28,682","27,606","6.06M","3.90%"
"05/06/2017","27,606","27,012","27,680","26,975","2.44M","2.48%"
"02/06/2017","26,938","26,938","27,086","26,789","1.39M","0.00%"
"01/06/2017","26,938","27,012","27,198","26,864","1.24M","0.28%"
"31/05/2017","26,864","27,235","27,235","26,567","1.89M","-0.27%"
"30/05/2017","26,938","27,235","27,235","26,864","1.75M","-0.27%"
"29/05/2017","27,012","27,531","27,754","27,012","2.17M","-0.82%"
"26/05/2017","27,235","27,494","27,643","27,235","1.58M","-1.08%"
"25/05/2017","27,531","28,051","28,088","27,531","2.16M","-1.72%"
"24/05/2017","28,014","27,569","28,236","27,494","2.02M","1.48%"
"23/05/2017","27,606","27,828","27,977","27,606","1.70M","-0.80%"
"22/05/2017","27,828","27,531","28,348","27,272","4.38M","2.04%"
"19/05/2017","27,272","27,012","27,272","26,938","1.39M","1.10%"
"18/05/2017","26,975","26,789","27,123","26,789","1.34M","0.41%"
"17/05/2017","26,864","26,715","26,975","26,715","1.60M","0.42%"
"16/05/2017","26,752","26,789","27,012","26,715","1.28M","-0.69%"
"15/05/2017","26,938","27,012","27,086","26,826","1.44M","-0.41%"
"12/05/2017","27,049","27,272","27,309","26,975","1.15M","-0.95%"
"11/05/2017","27,309","27,309","27,457","27,272","1.55M","0.14%"
"10/05/2017","27,272","27,049","27,457","27,049","1.85M","0.82%"
"09/05/2017","27,049","26,530","27,160","26,455","2.08M","1.96%"
"08/05/2017","26,530","26,789","26,938","26,493","1.10M","-0.97%"
"05/05/2017","26,789","26,938","26,938","26,641","1.00M","-0.55%"
"04/05/2017","26,938","26,344","27,160","26,270","2.79M","2.25%"
"03/05/2017","26,344","26,047","26,715","26,010","1.15M","1.14%"
"28/04/2017","26,047","25,825","26,159","25,788","1.94M","0.72%"
"27/04/2017","25,862","26,122","26,196","25,750","2.86M","-0.57%"
"26/04/2017","26,010","26,047","26,122","25,973","905.02K","-0.14%"
"25/04/2017","26,047","26,047","26,196","25,936","837.22K","0.00%"
"24/04/2017","26,047","26,344","26,530","26,047","574.47K","-1.13%"
"21/04/2017","26,344","26,270","26,641","26,270","659.73K","0.28%"
"20/04/2017","26,270","26,641","26,641","26,270","1.28M","-1.39%"
"19/04/2017","26,641","26,567","26,789","26,493","729.48K","0.14%"
"18/04/2017","26,604","26,344","26,604","26,270","681.82K","0.99%"
"17/04/2017","26,344","26,975","27,049","26,344","1.32M","-2.34%"
"14/04/2017","26,975","27,235","27,272","26,715","1.31M","-1.09%"
"13/04/2017","27,272","27,198","27,569","27,198","984.09K","-0.14%"
"12/04/2017","27,309","27,457","27,457","27,198","1.18M","-0.27%"
"11/04/2017","27,383","27,235","27,457","27,235","631.48K","0.54%"
"10/04/2017","27,235","27,383","27,531","27,235","894.49K","-0.27%"
"07/04/2017","27,309","27,160","27,383","27,160","952.36K","-0.14%"
"05/04/2017","27,346","27,309","27,680","27,309","792.06K","0.14%"
"04/04/2017","27,309","27,086","27,531","27,049","1.29M","1.10%"
"03/04/2017","27,012","27,383","27,494","26,938","2.85M","-1.35%"
"31/03/2017","27,383","27,606","27,754","27,383","2.10M","-0.81%"
"30/03/2017","27,606","27,680","27,903","27,606","1.28M","-0.27%"
"29/03/2017","27,680","27,643","27,828","27,569","1.76M","-0.27%"
"28/03/2017","27,754","28,051","28,236","27,717","2.49M","-1.06%"
"27/03/2017","28,051","28,199","28,496","28,014","2.14M","-0.52%"
"24/03/2017","28,199","28,570","28,608","28,014","1.80M","-0.66%"
"23/03/2017","28,385","27,977","28,570","27,903","2.09M","1.46%"
"22/03/2017","27,977","28,199","28,459","27,903","2.48M","-0.79%"
"21/03/2017","28,199","28,125","28,199","27,903","1.24M","1.20%"
"20/03/2017","27,865","27,754","28,125","27,754","1.38M","1.49%"
"17/03/2017","27,457","27,531","27,865","27,420","3.96M","-0.27%"
"16/03/2017","27,531","27,457","27,643","27,420","733.50K","0.40%"
"15/03/2017","27,420","27,643","27,643","27,420","716.68K","-0.27%"
"14/03/2017","27,494","27,494","27,754","27,494","641.28K","0.00%"
"13/03/2017","27,494","27,531","27,754","27,494","1.13M","-1.20%"
"10/03/2017","27,828","28,125","28,348","27,717","761.16K","-0.79%"
"09/03/2017","28,051","28,162","28,496","28,051","1.28M","0.26%"
"08/03/2017","27,977","27,680","28,348","27,680","1.14M","0.54%"
"07/03/2017","27,828","27,828","27,828","27,531","717.10K","0.53%"
"06/03/2017","27,680","28,199","28,199","27,680","651.00K","-0.53%"
"03/03/2017","27,828","27,606","27,903","27,383","659.02K","1.63%"
"02/03/2017","27,383","27,903","27,977","27,383","1.46M","-0.81%"
"01/03/2017","27,606","27,754","27,903","27,606","961.47K","-0.53%"
"28/02/2017","27,754","28,348","28,348","27,754","898.02K","-2.10%"
"27/02/2017","28,348","27,606","28,459","27,606","1.15M","2.00%"
"24/02/2017","27,791","28,051","28,088","27,680","1.00M","-0.40%"
"23/02/2017","27,903","28,125","28,348","27,865","1.86M","-0.79%"
"22/02/2017","28,125","28,570","28,570","28,051","1.02M","-1.30%"
"21/02/2017","28,496","28,199","28,533","28,162","1.37M","1.19%"
"20/02/2017","28,162","28,570","28,570","28,125","1.69M","-0.91%"
"17/02/2017","28,422","28,719","28,756","28,422","1.56M","-0.78%"
"16/02/2017","28,645","29,090","29,350","28,570","1.74M","-1.02%"
"15/02/2017","28,941","28,830","29,164","28,645","1.81M","0.77%"
"14/02/2017","28,719","28,830","29,016","28,570","1.69M","-0.39%"
"13/02/2017","28,830","29,164","29,164","28,719","1.90M","-1.15%"
"10/02/2017","29,164","29,424","29,424","29,164","2.24M","-1.01%"
"09/02/2017","29,461","29,572","29,609","29,312","1.54M","-0.13%"
"08/02/2017","29,498","29,238","29,535","29,016","2.29M","1.27%"
"07/02/2017","29,127","28,793","29,127","28,756","1.95M","1.42%"
"06/02/2017","28,719","28,719","28,867","28,496","1.64M","0.00%"
"03/02/2017","28,719","29,312","29,312","28,719","1.97M","-1.90%"
"02/02/2017","29,275","29,387","29,387","28,867","1.75M","0.38%"
"25/01/2017","29,164","28,867","29,164","28,496","1.73M","1.81%"
"24/01/2017","28,645","28,236","28,645","28,199","1.15M","1.31%"
"23/01/2017","28,274","28,459","28,459","28,162","916.03K","0.27%"
"20/01/2017","28,199","28,348","28,570","28,199","1.16M","0.00%"
"19/01/2017","28,199","28,496","28,570","28,199","664.85K","-0.78%"
"18/01/2017","28,422","28,756","29,053","28,422","1.46M","-1.67%"
"17/01/2017","28,904","27,828","29,053","27,828","2.99M","4.28%"
"16/01/2017","27,717","27,828","28,051","27,494","819.09K","-0.27%"
"13/01/2017","27,791","27,903","28,422","27,791","1.49M","-1.19%"
"12/01/2017","28,125","28,496","28,570","28,051","2.38M","-1.43%"
"11/01/2017","28,533","28,496","28,756","28,385","1.91M","0.13%"
"10/01/2017","28,496","28,496","28,682","28,459","1.57M","-0.78%"
"09/01/2017","28,719","28,348","28,904","28,274","3.04M","2.11%"
"06/01/2017","28,125","27,606","28,496","27,531","3.18M","2.02%"
"05/01/2017","27,569","27,383","27,680","27,346","1.09M","0.41%"
"04/01/2017","27,457","27,828","27,903","27,309","1.71M","-0.67%"
"03/01/2017","27,643","26,418","27,828","26,418","2.58M","5.08%"
"30/12/2016","26,307","26,307","26,493","26,270","722.02K","0.00%"
"29/12/2016","26,307","26,641","26,641","26,270","615.56K","-0.42%"
"28/12/2016","26,418","26,789","26,789","26,418","825.66K","-1.11%"
"27/12/2016","26,715","26,864","27,012","26,715","1.05M","-0.28%"
"26/12/2016","26,789","26,455","26,864","26,418","1.28M","1.40%"
"23/12/2016","26,418","25,936","26,418","25,862","1.26M","2.00%"
"22/12/2016","25,899","26,047","26,047","25,862","539.67K","-0.14%"
"21/12/2016","25,936","25,899","26,122","25,750","401.85K","0.00%"
"20/12/2016","25,936","26,196","26,196","25,862","573.37K","-0.57%"
"19/12/2016","26,084","26,047","26,196","25,973","1.08M","0.14%"
"16/12/2016","26,047","25,973","26,047","25,750","1.62M","0.28%"
"15/12/2016","25,973","25,825","26,196","25,602","690.15K","0.57%"
"14/12/2016","25,825","25,417","25,862","25,417","638.05K","1.16%"
"13/12/2016","25,528","25,899","25,899","25,417","989.96K","-1.43%"
"12/12/2016","25,899","25,676","25,973","25,676","711.03K","-0.43%"
"09/12/2016","26,010","25,825","26,084","25,825","723.29K","0.14%"
"08/12/2016","25,973","25,528","26,307","25,379","864.49K","1.74%"
"07/12/2016","25,528","25,342","25,528","25,342","994.65K","0.73%"
"06/12/2016","25,342","25,936","25,936","25,231","1.71M","-2.15%"
"05/12/2016","25,899","26,047","26,084","25,899","700.24K","-1.13%"
"02/12/2016","26,196","26,122","26,233","26,047","958.95K","0.14%"
"01/12/2016","26,159","26,344","26,344","26,122","1.11M","0.14%"
"30/11/2016","26,122","25,676","26,122","25,528","2.63M","0.57%"
"29/11/2016","25,973","26,196","26,344","25,825","1.69M","-1.41%"
"28/11/2016","26,344","26,493","26,493","26,233","1.36M","-0.84%"
"25/11/2016","26,567","26,715","26,789","26,493","880.31K","-0.55%"
"24/11/2016","26,715","26,789","26,975","26,641","807.64K","-0.83%"
